Receiver_ID,Name,Type,City,Contact,Claim_ID,Food_ID,Status,Timestamp_formatted
275,Michael Johnson,Individual,Longmouth,081.042.8712,762,505,Cancelled,00:02:00 16-03-2025
275,Michael Johnson,Individual,Longmouth,081.042.8712,797,950,Pending,22:59:00 12-03-2025
276,Scott Hunter,Individual,Greenton,074.305.5053x60975,176,35,Cancelled,01:34:00 12-03-2025
276,Scott Hunter,Individual,Greenton,074.305.5053x60975,674,861,Cancelled,00:14:00 10-03-2025
276,Scott Hunter,Individual,Greenton,074.305.5053x60975,890,128,Cancelled,08:03:00 13-03-2025
276,Scott Hunter,Individual,Greenton,074.305.5053x60975,893,180,Completed,12:02:00 20-03-2025
276,Scott Hunter,Individual,Greenton,074.305.5053x60975,923,293,Cancelled,22:49:00 02-03-2025
279,Angela Wyatt,Charity,Port Jessica,592.913.1646x3179,63,119,Pending,21:30:00 08-03-2025
281,Mrs. Kristin Adams DDS,Charity,Lake Christychester,073-764-3235,231,208,Pending,22:39:00 15-03-2025
281,Mrs. Kristin Adams DDS,Charity,Lake Christychester,073-764-3235,586,970,Completed,06:59:00 20-03-2025
281,Mrs. Kristin Adams DDS,Charity,Lake Christychester,073-764-3235,810,528,Cancelled,06:11:00 15-03-2025
282,Lisa Pitts,Shelter,Lake Stephenport,001-709-342-3522,280,150,Cancelled,12:21:00 01-03-2025
283,Edward Cook,Charity,Isaiahtown,990-534-5202x158,347,564,Pending,20:37:00 11-03-2025
283,Edward Cook,Charity,Isaiahtown,990-534-5202x158,513,73,Cancelled,20:17:00 05-03-2025
285,Derrick Curtis,NGO,Stephaniechester,140-095-1639x5596,154,495,Pending,12:04:00 20-03-2025
285,Derrick Curtis,NGO,Stephaniechester,140-095-1639x5596,466,699,Pending,04:34:00 21-03-2025
287,Jennifer Johnson,Charity,Burnettton,7970971389,301,489,Cancelled,07:53:00 02-03-2025
287,Jennifer Johnson,Charity,Burnettton,7970971389,534,50,Cancelled,15:47:00 10-03-2025
292,Mrs. Emily Smith DVM,NGO,Shermantown,(348)542-4932x868,122,160,Cancelled,00:40:00 15-03-2025
292,Mrs. Emily Smith DVM,NGO,Shermantown,(348)542-4932x868,545,463,Completed,06:07:00 09-03-2025
293,Randy Roach,Charity,East Bryan,888-534-4534,708,999,Pending,18:55:00 18-03-2025
293,Randy Roach,Charity,East Bryan,888-534-4534,795,902,Completed,21:45:00 05-03-2025
294,Cynthia Horton,NGO,Jamesstad,535.576.5970x774,195,40,Completed,20:49:00 15-03-2025
294,Cynthia Horton,NGO,Jamesstad,535.576.5970x774,493,74,Cancelled,05:15:00 18-03-2025
295,Joseph Williams,Individual,East Dale,001-112-513-9413,57,225,Completed,21:44:00 11-03-2025
297,Deanna Daniels,Individual,Aguilarstad,001-436-929-2288,166,19,Completed,23:05:00 03-03-2025
297,Deanna Daniels,Individual,Aguilarstad,001-436-929-2288,777,886,Cancelled,09:47:00 14-03-2025
298,Robert Burke,NGO,Marksmouth,995.297.8023x0932,282,161,Cancelled,07:06:00 14-03-2025
298,Robert Burke,NGO,Marksmouth,995.297.8023x0932,950,481,Pending,03:50:00 01-03-2025
299,Michael Curtis,Shelter,Alexanderbury,+1-523-687-8881x66849,429,528,Pending,18:15:00 14-03-2025
299,Michael Curtis,Shelter,Alexanderbury,+1-523-687-8881x66849,909,893,Completed,23:39:00 20-03-2025
300,Jeanne Benjamin,NGO,North Alexander,595.000.7971x3446,749,689,Cancelled,19:23:00 13-03-2025
300,Jeanne Benjamin,NGO,North Alexander,595.000.7971x3446,821,590,Cancelled,03:27:00 11-03-2025
301,Kristina Simpson,NGO,Melissaport,3752453906,236,327,Completed,19:29:00 13-03-2025
301,Kristina Simpson,NGO,Melissaport,3752453906,338,609,Pending,04:08:00 21-03-2025
301,Kristina Simpson,NGO,Melissaport,3752453906,477,65,Cancelled,13:18:00 11-03-2025
301,Kristina Simpson,NGO,Melissaport,3752453906,933,574,Cancelled,06:24:00 02-03-2025
302,Daniel Moore,Charity,Port Richard,176-809-8232x828,163,67,Cancelled,09:04:00 02-03-2025
302,Daniel Moore,Charity,Port Richard,176-809-8232x828,872,832,Completed,15:47:00 15-03-2025
303,Joseph Davis,NGO,Millerport,779.802.6319x67760,124,252,Cancelled,06:55:00 20-03-2025
305,Brendan Vargas,NGO,Kellyville,981.660.6741x707,679,302,Pending,01:38:00 16-03-2025
306,Donna Williams,Charity,Calebview,083-313-0990x09518,43,611,Pending,17:08:00 16-03-2025
306,Donna Williams,Charity,Calebview,083-313-0990x09518,464,611,Completed,03:32:00 01-03-2025
306,Donna Williams,Charity,Calebview,083-313-0990x09518,506,892,Completed,05:39:00 10-03-2025
308,Robin Pena,NGO,Cynthiashire,691-775-8145,962,391,Completed,00:59:00 09-03-2025
310,Gary Adams,Individual,New Sara,001-323-823-4026x61837,88,233,Completed,02:47:00 03-03-2025
314,Kelsey Smith,Shelter,Haleymouth,(764)989-3036x77897,665,49,Pending,19:49:00 08-03-2025
317,Martha Flores,NGO,Lake Glenview,568.426.0750,268,738,Pending,11:58:00 16-03-2025
317,Martha Flores,NGO,Lake Glenview,568.426.0750,745,807,Pending,19:02:00 19-03-2025
318,Michael Carter,Charity,Danielborough,+1-149-468-9647x5327,794,928,Cancelled,16:04:00 13-03-2025
318,Michael Carter,Charity,Danielborough,+1-149-468-9647x5327,941,223,Cancelled,18:16:00 04-03-2025
319,Donald Bender,Charity,Andersenfort,(262)899-6349x569,299,911,Pending,03:03:00 01-03-2025
320,Carmen Barker,Shelter,North Williamview,001-151-284-3163,504,947,Completed,03:28:00 07-03-2025
321,Wanda Wise,Shelter,South Bethanyport,(940)028-0493x49472,68,526,Pending,04:49:00 02-03-2025
321,Wanda Wise,Shelter,South Bethanyport,(940)028-0493x49472,248,458,Pending,03:12:00 09-03-2025
322,Stephanie Mathews,Shelter,North Ashleymouth,+1-852-242-7762x49312,461,492,Pending,16:22:00 04-03-2025
323,Linda Banks,Individual,New Sarahmouth,323-540-9403x92583,329,419,Pending,03:09:00 14-03-2025
323,Linda Banks,Individual,New Sarahmouth,323-540-9403x92583,920,279,Cancelled,16:37:00 20-03-2025
324,Kristine Martin,NGO,Thompsonhaven,444.954.4127x16438,77,65,Completed,22:57:00 04-03-2025
324,Kristine Martin,NGO,Thompsonhaven,444.954.4127x16438,197,418,Cancelled,21:41:00 03-03-2025
324,Kristine Martin,NGO,Thompsonhaven,444.954.4127x16438,360,743,Cancelled,00:38:00 08-03-2025
324,Kristine Martin,NGO,Thompsonhaven,444.954.4127x16438,946,839,Cancelled,13:56:00 20-03-2025
327,Aaron Keller,Shelter,Melissaview,799.568.0302,521,295,Cancelled,06:19:00 16-03-2025
328,Carlos Lawrence,Individual,New Justinhaven,272.580.3538,770,917,Completed,08:12:00 11-03-2025
329,Christine Patterson,Individual,Edwardfort,001-270-907-0981x5520,125,765,Pending,21:40:00 18-03-2025
329,Christine Patterson,Individual,Edwardfort,001-270-907-0981x5520,535,663,Completed,05:22:00 21-03-2025
330,Kimberly Hamilton,Individual,North Bruce,398-486-8232x9944,971,596,Completed,12:51:00 10-03-2025
331,Shane Stein,Individual,Reidton,(086)799-6277x14274,158,297,Cancelled,00:35:00 15-03-2025
336,Laura Marshall,Charity,East Lisafurt,+1-389-167-7916x81453,41,415,Pending,04:33:00 18-03-2025
337,Jennifer Schmidt,Individual,South Michelleshire,007-561-4094x27296,162,427,Completed,10:31:00 15-03-2025
337,Jennifer Schmidt,Individual,South Michelleshire,007-561-4094x27296,471,11,Cancelled,04:51:00 21-03-2025
339,Dustin Johnson,Individual,Gomezmouth,001-171-995-2815x84366,179,787,Completed,09:23:00 09-03-2025
341,Anna Buckley,Individual,Murphyfort,421.281.9097x013,576,58,Completed,02:11:00 17-03-2025
341,Anna Buckley,Individual,Murphyfort,421.281.9097x013,842,812,Cancelled,22:59:00 14-03-2025
341,Anna Buckley,Individual,Murphyfort,421.281.9097x013,993,635,Cancelled,12:40:00 19-03-2025
342,Kristina Vargas,Charity,Lake Rebeccaton,364.779.6707x066,182,579,Pending,01:41:00 19-03-2025
342,Kristina Vargas,Charity,Lake Rebeccaton,364.779.6707x066,574,438,Completed,02:02:00 04-03-2025
342,Kristina Vargas,Charity,Lake Rebeccaton,364.779.6707x066,579,559,Completed,11:30:00 19-03-2025
344,Barbara Velasquez,Charity,Priceborough,(669)247-4183,187,381,Pending,12:36:00 03-03-2025
344,Barbara Velasquez,Charity,Priceborough,(669)247-4183,423,915,Pending,05:41:00 21-03-2025
345,Eric Ramos,Individual,Rushfurt,515.928.1587x32812,319,888,Pending,05:34:00 05-03-2025
345,Eric Ramos,Individual,Rushfurt,515.928.1587x32812,860,9,Cancelled,09:20:00 05-03-2025
347,Michael Keller,Individual,New Derek,(000)572-1246x444,508,152,Pending,04:09:00 01-03-2025
348,Donna Hughes,Individual,Maryfort,352-520-3779x375,720,502,Cancelled,06:28:00 15-03-2025
348,Donna Hughes,Individual,Maryfort,352-520-3779x375,805,181,Cancelled,11:08:00 13-03-2025
348,Donna Hughes,Individual,Maryfort,352-520-3779x375,869,935,Cancelled,23:05:00 11-03-2025
350,Sylvia Stanley,Shelter,Jenniferbury,065-230-0281,200,97,Completed,21:48:00 08-03-2025
351,Kerry Jones,Charity,New Christopher,725-779-5651,761,205,Completed,20:51:00 12-03-2025
352,Cody Martin,Individual,Angelamouth,(239)678-6580x09652,95,673,Cancelled,10:52:00 11-03-2025
353,Mrs. Stacey Morales MD,Individual,Juliastad,866.050.9817,169,188,Completed,00:38:00 08-03-2025
353,Mrs. Stacey Morales MD,Individual,Juliastad,866.050.9817,467,216,Completed,16:21:00 13-03-2025
354,Kimberly Nelson,Charity,Lake Lesliemouth,(009)475-3945,330,275,Completed,06:24:00 01-03-2025
354,Kimberly Nelson,Charity,Lake Lesliemouth,(009)475-3945,628,906,Pending,09:31:00 17-03-2025
354,Kimberly Nelson,Charity,Lake Lesliemouth,(009)475-3945,932,419,Completed,16:39:00 12-03-2025
355,Brian Hoffman,Shelter,Lake Dillonborough,(718)753-5421x7242,767,798,Completed,18:34:00 09-03-2025
357,Jacob Orozco,Individual,West Jeffrey,787-834-8225,416,900,Cancelled,07:04:00 12-03-2025
358,Brian Davis,Charity,Williamsfort,(750)646-5852,742,132,Pending,15:01:00 15-03-2025
360,Tammy Boone,Shelter,New Christopher,301.713.7646x501,278,258,Pending,03:18:00 14-03-2025
361,Samuel Lewis,Individual,North Nicole,001-381-807-5033x358,862,839,Cancelled,04:49:00 19-03-2025
361,Samuel Lewis,Individual,North Nicole,001-381-807-5033x358,868,460,Pending,02:48:00 09-03-2025
361,Samuel Lewis,Individual,North Nicole,001-381-807-5033x358,905,380,Pending,13:31:00 05-03-2025
362,Elizabeth Collins,Shelter,Johnland,(601)532-8275x383,844,778,Cancelled,05:59:00 16-03-2025
367,Ricardo Roberts,Individual,West Matthewborough,(371)857-1738x24461,615,821,Completed,20:37:00 05-03-2025
368,Debra Murray,NGO,Duncanchester,566-832-5437,333,332,Completed,08:50:00 13-03-2025
368,Debra Murray,NGO,Duncanchester,566-832-5437,578,674,Pending,06:50:00 17-03-2025
368,Debra Murray,NGO,Duncanchester,566-832-5437,984,1,Completed,06:19:00 19-03-2025
370,Tara Johns,Individual,Paulmouth,374.171.5991x58449,507,217,Pending,12:41:00 20-03-2025
371,William Frederick,NGO,Port Dean,001-228-551-9866,32,624,Cancelled,12:57:00 17-03-2025
371,William Frederick,NGO,Port Dean,001-228-551-9866,59,797,Cancelled,23:28:00 02-03-2025
371,William Frederick,NGO,Port Dean,001-228-551-9866,563,622,Cancelled,21:06:00 02-03-2025
371,William Frederick,NGO,Port Dean,001-228-551-9866,930,407,Pending,10:47:00 03-03-2025
371,William Frederick,NGO,Port Dean,001-228-551-9866,974,643,Cancelled,19:08:00 03-03-2025
372,Harold Bowen,Charity,South Barbaraburgh,732.692.1653x04238,522,271,Pending,21:36:00 17-03-2025
373,Seth Esparza,Shelter,Port Brandonberg,2597616873,48,895,Pending,23:13:00 09-03-2025
373,Seth Esparza,Shelter,Port Brandonberg,2597616873,91,251,Completed,18:10:00 18-03-2025
374,Ricky Walker,Individual,Port Johnstad,001-066-700-7862x511,170,157,Pending,19:34:00 05-03-2025
375,Melissa Smith,Shelter,Lake Stevenburgh,+1-616-230-5539,291,886,Completed,07:49:00 06-03-2025
376,John Reeves,NGO,Jamieview,+1-050-306-9244x20943,266,367,Completed,07:07:00 02-03-2025
377,Patrick Campbell,NGO,Leeton,7058064686,861,510,Cancelled,06:11:00 13-03-2025
377,Patrick Campbell,NGO,Leeton,7058064686,965,285,Pending,01:35:00 04-03-2025
378,Brandi Buckley,Shelter,Lawrencechester,518-742-2945x12087,853,299,Pending,09:13:00 18-03-2025
379,Tara Graham,Shelter,Lake Cory,617.869.7697,788,253,Completed,17:32:00 19-03-2025
380,Heather Silva,Charity,Lake Ryan,1340826530,38,757,Cancelled,05:29:00 18-03-2025
381,Yvette Huffman,Charity,Reevestown,8398518386,784,655,Pending,22:41:00 19-03-2025
381,Yvette Huffman,Charity,Reevestown,8398518386,850,652,Pending,15:57:00 07-03-2025
382,Patricia Stevens,Shelter,Perezport,001-628-479-0049x980,183,879,Cancelled,12:37:00 13-03-2025
382,Patricia Stevens,Shelter,Perezport,001-628-479-0049x980,212,603,Completed,00:30:00 08-03-2025
382,Patricia Stevens,Shelter,Perezport,001-628-479-0049x980,267,518,Cancelled,01:30:00 11-03-2025
384,Anthony Guerra,Charity,North Michelle,102.222.7070x5313,117,864,Pending,01:30:00 10-03-2025
385,William Barnes,Shelter,Kellyfurt,(257)241-0749x262,458,178,Completed,03:13:00 10-03-2025
386,Mary Hopkins,Individual,Tiffanyport,001-476-350-8465x7500,33,905,Cancelled,14:26:00 16-03-2025
386,Mary Hopkins,Individual,Tiffanyport,001-476-350-8465x7500,498,946,Pending,15:13:00 16-03-2025
388,Nicole Mueller,Charity,Rachelberg,241-269-1178,210,813,Pending,22:06:00 11-03-2025
389,Kelly Buchanan,Charity,Lake Jonathanchester,106-927-5178x0789,831,401,Completed,11:43:00 09-03-2025
390,Victor Crawford,NGO,New Brandonton,+1-389-087-5252x62752,144,457,Cancelled,14:06:00 12-03-2025
390,Victor Crawford,NGO,New Brandonton,+1-389-087-5252x62752,173,504,Completed,06:41:00 18-03-2025
390,Victor Crawford,NGO,New Brandonton,+1-389-087-5252x62752,408,730,Pending,08:56:00 08-03-2025
391,Regina Munoz,NGO,Lake Clinton,585.955.3149,2,353,Cancelled,10:24:00 11-03-2025
391,Regina Munoz,NGO,Lake Clinton,585.955.3149,60,390,Pending,15:03:00 16-03-2025
392,Tracy Douglas,NGO,Gordonstad,+1-084-522-8932x8580,138,648,Cancelled,19:39:00 02-03-2025
394,Kyle Kerr,Charity,Sarahville,(065)853-7158x4157,704,271,Pending,01:33:00 08-03-2025
394,Kyle Kerr,Charity,Sarahville,(065)853-7158x4157,992,251,Completed,10:54:00 17-03-2025
395,Joseph Davis,Charity,Sherryhaven,426-870-2757x6102,748,494,Cancelled,21:16:00 02-03-2025
396,Allison Martinez,NGO,New Amy,(945)511-1142x655,520,624,Completed,09:53:00 03-03-2025
397,Mr. Robert Rivera II,Individual,Bergerport,+1-470-154-5478x4289,607,72,Cancelled,00:38:00 12-03-2025
398,Alex White,Charity,Port Carmen,(226)363-8449,207,937,Completed,16:07:00 18-03-2025
399,Jennifer Hughes,Charity,West Donnaton,001-147-430-1204x8556,19,798,Pending,06:32:00 16-03-2025
399,Jennifer Hughes,Charity,West Donnaton,001-147-430-1204x8556,529,515,Completed,10:51:00 07-03-2025
400,John Byrd,Shelter,West Randall,(219)313-6702x212,568,852,Completed,02:45:00 04-03-2025
400,John Byrd,Shelter,West Randall,(219)313-6702x212,885,515,Pending,23:58:00 16-03-2025
401,Leslie Acevedo,Charity,Lake Matthew,(028)737-3556x89803,526,697,Pending,18:51:00 17-03-2025
401,Leslie Acevedo,Charity,Lake Matthew,(028)737-3556x89803,569,59,Pending,15:48:00 02-03-2025
404,Marissa Fischer,Shelter,New Kevin,(454)463-8142x8597,134,650,Pending,00:37:00 18-03-2025
404,Marissa Fischer,Shelter,New Kevin,(454)463-8142x8597,496,599,Pending,15:31:00 20-03-2025
406,Ashley Martinez,NGO,Lake Crystal,151-521-2736,411,525,Pending,16:53:00 18-03-2025
407,Arthur Thomas,Charity,Clarkhaven,001-797-615-8560x7849,223,486,Cancelled,19:20:00 08-03-2025
407,Arthur Thomas,Charity,Clarkhaven,001-797-615-8560x7849,229,69,Completed,23:40:00 19-03-2025
407,Arthur Thomas,Charity,Clarkhaven,001-797-615-8560x7849,927,317,Completed,13:34:00 15-03-2025
408,Jennifer Mccoy,Individual,Morganville,(430)171-1148x1808,969,836,Cancelled,02:39:00 16-03-2025
409,Matthew Simmons PhD,Shelter,Brandonhaven,001-040-668-4559x58950,976,551,Completed,12:50:00 07-03-2025
410,Betty Reid,Charity,North Abigail,001-526-626-7117x20926,533,275,Pending,05:38:00 13-03-2025
410,Betty Reid,Charity,North Abigail,001-526-626-7117x20926,641,251,Cancelled,00:21:00 02-03-2025
410,Betty Reid,Charity,North Abigail,001-526-626-7117x20926,664,866,Cancelled,06:20:00 19-03-2025
410,Betty Reid,Charity,North Abigail,001-526-626-7117x20926,796,685,Cancelled,00:39:00 13-03-2025
412,David Carney,NGO,Port Dianemouth,001-710-732-1565x428,46,556,Cancelled,02:30:00 12-03-2025
412,David Carney,NGO,Port Dianemouth,001-710-732-1565x428,577,486,Cancelled,21:29:00 16-03-2025
413,Dennis Schultz,NGO,New Natalieland,(348)049-0216,292,190,Completed,20:27:00 13-03-2025
413,Dennis Schultz,NGO,New Natalieland,(348)049-0216,575,636,Cancelled,23:06:00 01-03-2025
414,Dr. Matthew Hughes DDS,NGO,Christopherchester,+1-126-714-2290x91321,390,398,Completed,18:36:00 10-03-2025
414,Dr. Matthew Hughes DDS,NGO,Christopherchester,+1-126-714-2290x91321,955,492,Completed,23:17:00 14-03-2025
415,Kevin Blair,Individual,Lake Laurenburgh,(887)033-5757x4595,695,462,Cancelled,21:12:00 10-03-2025
416,Ernest Cox,Shelter,Christinaland,(061)462-4166,196,111,Completed,19:37:00 20-03-2025
417,Justin Santos,NGO,Rayfurt,953.221.6291x3146,316,896,Completed,22:44:00 10-03-2025
418,Miss Mary Turner,Charity,North Holly,899-330-2450,388,16,Completed,01:43:00 05-03-2025
418,Miss Mary Turner,Charity,North Holly,899-330-2450,756,696,Completed,09:29:00 16-03-2025
419,Teresa Jackson,Shelter,Port Thomasstad,001-620-115-6715x07034,151,359,Completed,05:30:00 12-03-2025
419,Teresa Jackson,Shelter,Port Thomasstad,001-620-115-6715x07034,510,90,Pending,09:35:00 12-03-2025
419,Teresa Jackson,Shelter,Port Thomasstad,001-620-115-6715x07034,848,374,Pending,18:19:00 18-03-2025
420,Susan Green,Charity,Josephborough,+1-716-778-7428x09975,146,769,Completed,01:42:00 08-03-2025
420,Susan Green,Charity,Josephborough,+1-716-778-7428x09975,159,496,Completed,15:27:00 12-03-2025
420,Susan Green,Charity,Josephborough,+1-716-778-7428x09975,373,866,Pending,10:49:00 19-03-2025
423,Christine Bell,Individual,South Edwardburgh,(172)033-3196x74489,103,463,Completed,12:06:00 07-03-2025
423,Christine Bell,Individual,South Edwardburgh,(172)033-3196x74489,481,144,Completed,04:38:00 10-03-2025
423,Christine Bell,Individual,South Edwardburgh,(172)033-3196x74489,714,951,Pending,01:57:00 21-03-2025
424,Pamela Harris,Charity,Lewisfort,320-562-3060,910,410,Completed,14:21:00 05-03-2025
425,Robert Chavez,NGO,Chadport,(886)049-9104x019,86,790,Cancelled,09:25:00 02-03-2025
425,Robert Chavez,NGO,Chadport,(886)049-9104x019,895,977,Pending,03:28:00 12-03-2025
426,Jose Rivas,Shelter,Rosaleschester,001-411-455-9848x386,903,413,Cancelled,22:32:00 18-03-2025
429,Daniel Williams,Shelter,Russellburgh,2886093038,783,485,Cancelled,18:58:00 15-03-2025
432,Julie Brown,NGO,East Melissaport,(544)200-6673x39918,439,480,Cancelled,03:32:00 04-03-2025
435,Whitney Evans,Shelter,Martinezside,001-355-911-9659,397,45,Pending,14:58:00 04-03-2025
436,Jacqueline Turner,NGO,Robertsport,937.841.8251,396,50,Completed,23:56:00 16-03-2025
437,Lindsey Lewis,Shelter,West Rogerview,001-610-209-8312,629,326,Pending,00:43:00 16-03-2025
437,Lindsey Lewis,Shelter,West Rogerview,001-610-209-8312,747,234,Pending,21:37:00 03-03-2025
438,Jane Davis,Individual,Lake Joshuaville,001-480-554-8487x778,255,256,Pending,17:31:00 18-03-2025
438,Jane Davis,Individual,Lake Joshuaville,001-480-554-8487x778,525,22,Completed,04:20:00 15-03-2025
438,Jane Davis,Individual,Lake Joshuaville,001-480-554-8487x778,814,95,Completed,18:11:00 15-03-2025
439,Erika Lopez,Shelter,North Margarethaven,117.027.1702,199,913,Cancelled,03:22:00 09-03-2025
439,Erika Lopez,Shelter,North Margarethaven,117.027.1702,834,335,Pending,00:14:00 09-03-2025
440,Alexander Walsh,Individual,Troyshire,001-443-638-7858x7009,168,609,Completed,16:18:00 01-03-2025
440,Alexander Walsh,Individual,Troyshire,001-443-638-7858x7009,345,223,Pending,12:29:00 17-03-2025
440,Alexander Walsh,Individual,Troyshire,001-443-638-7858x7009,633,385,Completed,13:15:00 12-03-2025
442,Natasha Harper,NGO,Port Sara,(474)763-3272x81635,271,160,Cancelled,12:00:00 06-03-2025
442,Natasha Harper,NGO,Port Sara,(474)763-3272x81635,542,560,Completed,22:53:00 13-03-2025
442,Natasha Harper,NGO,Port Sara,(474)763-3272x81635,691,498,Cancelled,02:18:00 02-03-2025
446,Eric Mays,NGO,Port Deborahbury,555-698-7496x465,442,499,Cancelled,16:01:00 19-03-2025
446,Eric Mays,NGO,Port Deborahbury,555-698-7496x465,511,199,Cancelled,18:00:00 01-03-2025
446,Eric Mays,NGO,Port Deborahbury,555-698-7496x465,726,23,Cancelled,00:25:00 06-03-2025
448,Nicholas Harrison,Shelter,New Timothymouth,155752106,191,206,Completed,11:59:00 10-03-2025
449,Mrs. Valerie Hartman,NGO,Port Jenniferborough,1271218776,53,37,Completed,09:43:00 11-03-2025
451,Marcus Gregory,Shelter,Hollyside,(452)490-4054x2105,964,563,Pending,10:43:00 17-03-2025
452,Tina Banks,Charity,Port Judith,986-535-7620,56,690,Completed,14:29:00 17-03-2025
454,Steven Griffin,NGO,Cruzborough,511.595.0189,297,494,Completed,17:04:00 14-03-2025
454,Steven Griffin,NGO,Cruzborough,511.595.0189,694,529,Completed,06:03:00 01-03-2025
455,Jennifer Kennedy,Individual,Port Deborah,9581893095,753,958,Cancelled,15:56:00 07-03-2025
458,Michael Vargas,Charity,East Andrewhaven,(932)466-1933x7047,601,964,Completed,03:54:00 21-03-2025
459,Brandon Riley,NGO,Powerston,742-364-6134,398,548,Pending,17:22:00 06-03-2025
460,Karen Stafford,Shelter,West Justinberg,(040)774-3704,440,265,Cancelled,21:06:00 14-03-2025
460,Karen Stafford,Shelter,West Justinberg,(040)774-3704,556,479,Completed,18:19:00 07-03-2025
462,Timothy Martin,Charity,Lake Adriennechester,686804383,147,795,Completed,13:48:00 02-03-2025
467,Nathan Gonzales,Charity,East Daniel,543.908.4807x329,107,374,Completed,00:40:00 21-03-2025
468,David Castro,Shelter,Heatherhaven,701.529.8611x3352,453,531,Cancelled,22:16:00 12-03-2025
468,David Castro,Shelter,Heatherhaven,701.529.8611x3352,849,647,Pending,05:17:00 14-03-2025
472,Brian Hill,Charity,Port Dominique,001-468-666-0994x3200,758,877,Cancelled,02:09:00 20-03-2025
472,Brian Hill,Charity,Port Dominique,001-468-666-0994x3200,916,571,Pending,03:13:00 13-03-2025
473,Justin Powell,Shelter,Port Sarah,001-823-112-3947x46965,341,386,Completed,14:46:00 10-03-2025
473,Justin Powell,Shelter,Port Sarah,001-823-112-3947x46965,565,801,Completed,04:40:00 12-03-2025
473,Justin Powell,Shelter,Port Sarah,001-823-112-3947x46965,812,820,Pending,00:40:00 07-03-2025
475,Kim Gamble,Individual,East Ginafort,(076)275-8691,186,153,Pending,21:04:00 11-03-2025
477,Jorge Young,Shelter,Lake Rebeccaton,208.678.3432,270,568,Completed,09:23:00 17-03-2025
479,Karen Reeves MD,NGO,Lake Mitchellbury,365-174-3809,70,203,Completed,15:41:00 19-03-2025
479,Karen Reeves MD,NGO,Lake Mitchellbury,365-174-3809,774,35,Cancelled,12:11:00 20-03-2025
480,Michael Roberson,NGO,South Davidstad,821.945.1712x4447,227,925,Completed,05:40:00 06-03-2025
481,Heather Brown,Shelter,New Michaelport,001-137-622-5038x219,274,304,Pending,22:55:00 15-03-2025
482,Timothy Garrett,NGO,Andersonview,9075323328,613,764,Completed,06:01:00 01-03-2025
482,Timothy Garrett,NGO,Andersonview,9075323328,738,819,Completed,23:39:00 12-03-2025
482,Timothy Garrett,NGO,Andersonview,9075323328,948,156,Completed,11:23:00 14-03-2025
483,Emily Sandoval,Charity,Port Gregory,076-207-0611,441,968,Cancelled,11:28:00 08-03-2025
484,Mary Harrington,Shelter,Port Jason,(773)159-6013x005,608,570,Cancelled,05:26:00 08-03-2025
485,Debbie Cox,Charity,Christopherchester,001-858-989-1478x60960,445,602,Cancelled,08:55:00 19-03-2025
487,Micheal Peterson,NGO,West Jeffreyfurt,094.330.4095,27,58,Completed,05:07:00 17-03-2025
488,Patrick Jenkins,Charity,West Richard,(117)098-8608x39905,314,657,Cancelled,12:18:00 19-03-2025
489,Erin Foster,Charity,Jessicatown,104-981-9543x8798,246,615,Completed,05:50:00 10-03-2025
492,Julie Lewis,NGO,South Steven,(557)352-3497x4606,3,626,Completed,00:59:00 21-03-2025
492,Julie Lewis,NGO,South Steven,(557)352-3497x4606,600,910,Cancelled,17:33:00 17-03-2025
493,Chelsea Powell,Charity,Lake Rachelburgh,001-527-059-4168x72504,21,281,Completed,00:29:00 04-03-2025
493,Chelsea Powell,Charity,Lake Rachelburgh,001-527-059-4168x72504,295,25,Pending,18:39:00 13-03-2025
493,Chelsea Powell,Charity,Lake Rachelburgh,001-527-059-4168x72504,449,865,Pending,06:16:00 17-03-2025
493,Chelsea Powell,Charity,Lake Rachelburgh,001-527-059-4168x72504,884,364,Cancelled,15:24:00 14-03-2025
494,Timothy Chavez,Individual,Brooksmouth,(939)046-4362x26066,385,594,Pending,21:27:00 03-03-2025
494,Timothy Chavez,Individual,Brooksmouth,(939)046-4362x26066,713,973,Completed,06:15:00 07-03-2025
495,Andrea Meyer,Individual,Christophertown,001-579-575-4238x796,198,985,Completed,01:17:00 04-03-2025
495,Andrea Meyer,Individual,Christophertown,001-579-575-4238x796,340,148,Completed,23:31:00 10-03-2025
497,Miss Jamie Gonzalez DDS,Charity,Proctorville,(011)132-1619x1390,339,52,Completed,23:14:00 06-03-2025
497,Miss Jamie Gonzalez DDS,Charity,Proctorville,(011)132-1619x1390,970,997,Cancelled,02:55:00 05-03-2025
499,Ricky Harmon,Individual,Port Chaseport,817.399.8610x569,126,202,Completed,16:19:00 11-03-2025
500,Richard Patterson,Charity,Huynhmouth,1091960030,96,937,Completed,07:56:00 17-03-2025
500,Richard Patterson,Charity,Huynhmouth,1091960030,290,664,Cancelled,12:13:00 08-03-2025
500,Richard Patterson,Charity,Huynhmouth,1091960030,418,632,Cancelled,16:52:00 01-03-2025
503,Eileen Scott,Charity,Lewismouth,(834)331-4178x57771,324,777,Completed,22:57:00 03-03-2025
503,Eileen Scott,Charity,Lewismouth,(834)331-4178x57771,553,215,Pending,15:39:00 04-03-2025
505,Alexandra Owens,NGO,Bradleyland,927.996.1259,485,321,Cancelled,17:49:00 06-03-2025
